Date,UPV,DNV,ADV,DEC,SPX,Lows,Highs,AAII,VIX
16/1/1990,112.77,52.606,811.0,723.0,340.75,0.9068,0.4024,-10.0,24.18
17/1/1990,49.628,103.03,649.0,867.0,337.4,1.712,0.7078,-10.0,24.16
18/1/1990,71.105,84.75200000000001,584.0,899.0,338.19,6.2189,0.6572,-38.0,24.34
19/1/1990,89.26899999999999,72.309,830.0,656.0,339.15,1.4141,0.7132,-38.0,22.5
22/1/1990,12.509,128.17,267.0,1336.0,330.38,6.4468,0.4566,-38.0,26.7
23/1/1990,80.05,79.803,666.0,864.0,331.61,2.9471,0.5005,-38.0,24.72
24/1/1990,56.442,133.9,384.0,1207.0,330.26,3.4324,0.4523,-38.0,25.39
25/1/1990,57.912,97.689,539.0,937.0,326.08,4.3260000000000005,0.4615,-52.0,25.63
26/1/1990,75.476,101.09,557.0,951.0,325.8,2.2245,0.4057,-52.0,26.28
29/1/1990,51.605,79.86399999999999,541.0,961.0,325.2,4.2467,0.4611,-52.0,26.44
30/1/1990,45.478,121.05,399.0,1156.0,322.98,2.7509,0.4532,-52.0,27.25
31/1/1990,153.49,24.787,1116.0,449.0,329.08,5.3272,0.4049,-52.0,25.36
1/2/1990,77.084,61.093999999999994,881.0,651.0,328.79,6.1562,0.8643,-70.0,24.87
2/2/1990,103.25,39.134,1004.0,495.0,330.92,9.7487,0.8114,-70.0,24.32
5/2/1990,71.382,39.15,838.0,646.0,331.85,3.8974,1.0132,-70.0,24.54
6/2/1990,40.44,73.207,578.0,909.0,329.66,7.8093,0.856,-70.0,24.69
7/2/1990,125.46,40.996,941.0,567.0,333.75,6.8648,1.5889,-70.0,24.29
8/2/1990,79.902,74.311,768.0,696.0,332.96,9.718,2.1331,-62.0,23.77
9/2/1990,71.921,51.201,826.0,667.0,333.62,4.4028,1.1162,-62.0,23.69
12/2/1990,25.462,79.446,479.0,1042.0,330.08,2.3834,0.5604,-62.0,24.38
13/2/1990,74.72399999999999,52.088,675.0,804.0,331.02,3.1171,0.813,-62.0,23.76
14/2/1990,76.62,41.066,749.0,681.0,332.01,1.8744,1.2314,-62.0,22.05
15/2/1990,104.61,44.805,908.0,583.0,334.89,3.0715,1.5816,-54.0,19.71
16/2/1990,58.333,87.88799999999999,760.0,737.0,332.72,3.4854,1.5488,-54.0,20.78
20/2/1990,23.068,113.14,327.0,1257.0,327.99,1.9588,0.6592,-54.0,22.78
21/2/1990,53.708,86.654,577.0,963.0,327.67,1.9807,0.5013,-54.0,23.89
22/2/1990,62.798,89.0,715.0,753.0,325.7,2.4859999999999998,1.0628,-52.0,22.54
23/2/1990,35.650999999999996,89.193,468.0,987.0,324.15,3.7188,0.1527,-52.0,23.69
26/2/1990,94.089,38.363,822.0,639.0,328.67,4.3191,0.3072,-52.0,23.56
27/2/1990,87.931,43.519,927.0,558.0,330.26,3.1811,0.8582,-52.0,22.69
28/2/1990,119.3,44.794,917.0,565.0,331.89,2.8061,1.4163,-52.0,21.99
1/3/1990,78.173,62.742,843.0,633.0,332.74,1.9102,1.5236,-58.0,21.9
2/3/1990,111.2,33.867,982.0,484.0,335.54,3.9554,1.4728,-58.0,21.34
5/3/1990,48.726000000000006,73.605,684.0,830.0,333.74,4.5614,1.3636,-58.0,22.03
6/3/1990,101.38,25.357,1028.0,489.0,337.93,2.5810000000000004,1.5992,-58.0,20.55
7/3/1990,68.839,71.672,740.0,762.0,336.95,4.7837,2.0161,-58.0,19.1
8/3/1990,113.65,40.62,983.0,507.0,340.27,4.5059,1.9329,-56.0,19.74
9/3/1990,39.436,90.84299999999999,602.0,876.0,337.93,2.3221,1.4271,-56.0,20.3
12/3/1990,56.321000000000005,40.248000000000005,752.0,697.0,338.67,2.175,1.2226,-56.0,20.07
13/3/1990,43.667,82.009,557.0,913.0,336.0,1.3205,1.1179,-56.0,21.05
14/3/1990,68.816,56.056999999999995,828.0,642.0,336.87,1.4141,0.8665,-56.0,19.65
15/3/1990,73.087,47.422,749.0,690.0,338.07,1.2994,0.9744,-50.0,18.81
16/3/1990,161.19,39.785,884.0,591.0,341.91,0.8569,2.1472,-50.0,17.62
19/3/1990,76.194,44.345,730.0,700.0,343.53,0.8647,1.6302,-50.0,18.29
20/3/1990,52.331,89.694,598.0,892.0,341.57,0.9174,2.4181,-50.0,19.06
21/3/1990,38.82,71.14699999999999,582.0,870.0,339.74,1.4264,1.0178,-50.0,20.1
22/3/1990,23.107,138.82,368.0,1200.0,335.69,1.3366,0.5058,-26.0,22.74
23/3/1990,78.15899999999999,33.19,884.0,571.0,337.22,1.8293,0.9082,-26.0,20.46
26/3/1990,59.931000000000004,41.526,826.0,664.0,337.63,1.8349,1.5649,-26.0,19.59
27/3/1990,85.501,28.298000000000002,889.0,569.0,341.5,1.5897,1.0698,-26.0,21.01
28/3/1990,66.189,54.67100000000001,724.0,731.0,342.0,1.0736,1.0585,-26.0,19.77
29/3/1990,44.61600000000001,67.143,584.0,861.0,340.79,1.8849,1.0188,-32.0,18.46
30/3/1990,49.513999999999996,68.221,730.0,724.0,339.94,1.864,0.6144,-32.0,19.73
2/4/1990,34.376,75.73899999999999,434.0,1122.0,338.7,2.3409999999999997,0.3017,-32.0,22.84
3/4/1990,115.15,23.89,1071.0,431.0,343.64,3.6925,1.5228,-32.0,20.44
4/4/1990,43.982,97.057,596.0,918.0,341.09,1.8163,1.7128,-32.0,22.03
5/4/1990,59.063,67.357,703.0,744.0,340.73,2.0192,1.2582,-24.0,21.21
6/4/1990,40.439,75.842,622.0,880.0,340.08,1.9868,1.2513,-24.0,21.76
9/4/1990,58.886,51.053000000000004,652.0,839.0,341.37,2.1673,0.8492,-24.0,22.3
10/4/1990,60.782,57.693999999999996,723.0,740.0,342.07,1.8849,0.9625,-24.0,21.69
11/4/1990,59.206,60.781000000000006,720.0,762.0,341.92,2.1505,1.1117,-24.0,17.73
12/4/1990,87.936,35.53,908.0,573.0,344.34,2.0305,1.4007,-46.0,19.8
16/4/1990,66.137,54.855,714.0,778.0,344.74,2.3678,2.1479,-46.0,20.75
17/4/1990,53.818999999999996,52.461999999999996,662.0,844.0,344.68,2.7680000000000002,0.9975,-46.0,20.38
18/4/1990,32.804,98.917,447.0,1056.0,340.72,4.0541,0.8475,-46.0,22.67
19/4/1990,38.122,96.882,511.0,968.0,338.09,3.2468,0.7,-32.0,22.46
20/4/1990,29.857,119.64,401.0,1079.0,335.12,4.1837,0.6061,-32.0,23.33
23/4/1990,19.739,104.1,328.0,1229.0,331.05,2.9382,0.2018,-32.0,24.16
24/4/1990,51.854,66.318,652.0,833.0,330.36,2.7287,0.3014,-32.0,21.7
25/4/1990,77.13600000000001,40.394,774.0,664.0,332.03,1.3007,0.5066,-32.0,20.86
26/4/1990,61.687,58.019,677.0,764.0,332.92,1.5984,0.4077,-44.0,20.25
27/4/1990,18.105999999999998,97.235,403.0,1070.0,329.11,2.5436,0.6619,-44.0,22.19
30/4/1990,65.785,40.203,732.0,749.0,330.8,3.0907,0.3539,-44.0,19.52
1/5/1990,74.711,52.18600000000001,820.0,679.0,332.25,3.6,0.4069,-44.0,18.43
2/5/1990,91.664,32.233000000000004,864.0,612.0,334.48,4.8485,0.8188,-44.0,19.32
3/5/1990,82.81700000000001,41.49100000000001,901.0,557.0,335.57,6.9122,1.4661,-60.0,17.81
4/5/1990,99.387,24.112,1020.0,465.0,338.39,4.7212,1.374,-60.0,17.28
7/5/1990,85.344,28.563000000000002,943.0,571.0,340.53,4.2047,1.6442,-60.0,17.65
8/5/1990,81.54899999999999,40.009,813.0,650.0,342.01,4.0775,1.9687,-60.0,18.49
9/5/1990,74.389,55.513000000000005,760.0,733.0,342.86,6.0081,1.7553,-60.0,18.64
10/5/1990,91.881,45.483999999999995,847.0,601.0,343.82,5.8645,2.2843,-44.0,18.59
11/5/1990,212.81,10.036,1282.0,339.0,352.0,4.0942,3.99,-44.0,19.81
14/5/1990,152.4,46.986000000000004,1062.0,555.0,354.75,2.5278,5.8824,-44.0,20.14
15/5/1990,67.653,69.084,654.0,856.0,354.28,1.883,1.8859,-44.0,19.49
16/5/1990,62.375,77.047,701.0,814.0,354.0,2.1923,1.7224,-44.0,17.71
17/5/1990,88.035,53.542,832.0,649.0,354.47,2.7764,3.2729,-26.0,17.27
18/5/1990,77.053,61.093,742.0,725.0,354.64,2.7081,2.4488,-26.0,17.2
21/5/1990,113.25,29.905,997.0,538.0,358.0,2.3858,5.1954,-26.0,16.72
22/5/1990,99.117,78.208,816.0,689.0,358.43,1.4963,5.8325,-26.0,17.84
23/5/1990,76.245,66.457,761.0,745.0,359.29,1.7987,3.4125,-26.0,17.18
24/5/1990,68.80199999999999,69.196,725.0,791.0,358.41,2.134,3.2432,-22.0,17.7
25/5/1990,33.248000000000005,74.725,543.0,947.0,354.58,2.313,1.3019999999999998,-22.0,17.32
29/5/1990,103.46,17.392,1107.0,434.0,360.65,2.0645,2.5462,-22.0,18.75
30/5/1990,96.426,77.734,803.0,691.0,360.86,1.6492,4.6108,-22.0,17.44
31/5/1990,77.74,59.922,801.0,682.0,361.23,1.4844,3.3218,-26.0,17.37
1/6/1990,116.62,53.402,978.0,579.0,363.16,1.5454,3.2875,-26.0,17.09
4/6/1990,131.58,25.649,1105.0,477.0,367.4,1.2364,4.0574,-26.0,18.39
5/6/1990,80.259,93.163,774.0,813.0,366.64,1.5233,3.2683,-26.0,18.97
6/6/1990,59.253,86.906,656.0,872.0,364.96,1.4522,1.4378,-26.0,17.42
7/6/1990,53.836000000000006,83.19200000000001,638.0,852.0,363.15,1.5976,1.6848,-30.0,16.88
8/6/1990,27.658,94.664,458.0,1010.0,358.71,1.2890000000000001,1.105,-30.0,17.58
11/6/1990,76.50399999999999,28.936999999999998,918.0,563.0,361.63,1.1403,0.9514,-30.0,16.34
12/6/1990,108.42,30.343000000000004,1003.0,545.0,366.25,1.2865,1.8803,-30.0,16.6
13/6/1990,62.706,77.191,722.0,786.0,364.9,1.7073,2.5411,-30.0,17.38
14/6/1990,35.645,75.95100000000001,560.0,917.0,362.9,1.3386,1.8209,-14.0,17.4
15/6/1990,83.40700000000001,92.227,611.0,835.0,362.91,0.5946,1.9019,-14.0,15.9
18/6/1990,13.433,109.26,353.0,1230.0,356.88,0.6529,0.7459,-14.0,17.71
19/6/1990,67.52,45.799,788.0,710.0,358.47,1.5023,0.7948,-14.0,15.23
20/6/1990,60.13399999999999,54.174,668.0,777.0,359.1,1.3359999999999999,1.3,-14.0,15.27
21/6/1990,67.53699999999999,51.25899999999999,774.0,696.0,360.47,1.3453,1.6924,-32.0,14.72
22/6/1990,40.559,106.44,607.0,893.0,355.43,1.4669,2.8246,-32.0,19.36
25/6/1990,31.605999999999998,85.197,496.0,1049.0,352.31,1.5516,0.7979999999999999,-32.0,17.06
26/6/1990,54.306000000000004,66.286,706.0,752.0,352.06,2.0885,1.3085,-32.0,16.29
27/6/1990,82.898,41.821999999999996,851.0,597.0,355.14,2.3348,1.8715,-32.0,16.0
28/6/1990,80.762,37.794000000000004,911.0,559.0,357.63,1.8,3.1109,-38.0,16.18
29/6/1990,75.3,49.636,954.0,583.0,358.02,1.8915,2.6421,-38.0,15.5
2/7/1990,72.786,39.832,775.0,744.0,359.54,1.5857,2.4108,-38.0,16.26
3/7/1990,68.53399999999999,44.426,834.0,650.0,360.16,2.793,3.5229,-38.0,16.11
5/7/1990,17.993,95.60600000000001,397.0,1058.0,355.68,2.617,1.641,-44.0,17.25
6/7/1990,67.717,29.355999999999998,851.0,537.0,358.42,2.8832,2.2518,-44.0,16.41
9/7/1990,59.376000000000005,40.54,764.0,673.0,359.52,2.1576,3.1786,-44.0,16.66
10/7/1990,39.96,87.214,529.0,969.0,356.49,2.4925,3.1062,-44.0,16.92
11/7/1990,113.6,32.625,971.0,506.0,361.23,2.0634,3.7037,-44.0,16.68
12/7/1990,131.6,58.693999999999996,987.0,545.0,365.44,2.6667,5.5196,-20.0,17.06
13/7/1990,123.52,67.70100000000001,954.0,619.0,367.31,2.3541,7.821000000000001,-20.0,17.09
16/7/1990,86.369,45.397,868.0,678.0,368.95,1.9173,4.9976,-20.0,16.75
17/7/1990,61.181999999999995,100.78,643.0,877.0,367.52,2.505,3.7764,-20.0,16.66
18/7/1990,33.568000000000005,118.31,483.0,1030.0,364.22,2.6026,1.8182,-20.0,18.9
19/7/1990,69.755,72.943,621.0,858.0,365.32,2.8841,1.2494,-20.0,18.56
20/7/1990,39.908,111.31,585.0,912.0,361.61,1.82,2.3881,-20.0,15.63
23/7/1990,15.902000000000001,183.99,227.0,1430.0,355.31,1.8128,0.3956,-20.0,23.68
24/7/1990,82.32799999999999,77.53699999999999,753.0,755.0,355.79,2.4522,1.1403,-20.0,21.79
25/7/1990,82.948,61.408,895.0,583.0,357.09,2.9484,1.4069999999999998,-20.0,20.19
26/7/1990,60.733999999999995,73.378,701.0,778.0,355.91,2.4488,0.7489,4.0,20.26
27/7/1990,42.61,83.175,530.0,930.0,353.44,2.0398,1.2036,4.0,21.12
30/7/1990,70.23100000000001,56.607,717.0,792.0,355.55,5.8358,0.996,4.0,21.16
31/7/1990,82.552,74.31,817.0,731.0,356.15,3.4705,2.1468,4.0,21.11
1/8/1990,69.015,86.148,733.0,777.0,355.52,2.8643,2.2124,4.0,21.64
2/8/1990,95.62200000000001,144.26,464.0,1211.0,351.48,3.5946,2.668,-48.0,20.43
3/8/1990,32.946999999999996,243.42,264.0,1457.0,344.86,3.5105,1.3327,-48.0,28.74
6/8/1990,37.361999999999995,192.91,255.0,1530.0,334.43,4.3825,1.2255,-48.0,35.91
7/8/1990,107.63,96.494,740.0,845.0,334.83,3.6945,0.1475,-48.0,32.75
8/8/1990,128.67,48.593,1015.0,601.0,338.35,7.1146,0.2967,-48.0,28.27
9/8/1990,82.694,50.424,837.0,695.0,339.94,12.043,0.3988,-50.0,24.39
10/8/1990,33.243,97.823,448.0,1043.0,335.52,18.137,0.3504,-50.0,25.75
13/8/1990,72.217,38.128,726.0,766.0,338.84,8.7512,0.5074,-50.0,25.74
14/8/1990,66.53399999999999,46.29600000000001,852.0,640.0,339.39,5.5885,0.9557,-50.0,24.18
15/8/1990,66.483,53.005,887.0,619.0,340.06,5.0847,0.5,-50.0,23.31
16/8/1990,14.936,116.34,330.0,1300.0,332.39,6.1562,0.4464,-64.0,27.16
17/8/1990,36.504,160.42,310.0,1330.0,327.83,8.067,0.7481,-64.0,27.53
20/8/1990,55.155,55.239,629.0,920.0,328.51,5.1811,0.9472,-64.0,26.46
21/8/1990,15.722999999999999,169.23,243.0,1441.0,321.86,3.75,0.4447,-64.0,28.9
22/8/1990,27.474,127.45,360.0,1202.0,316.55,7.3909,0.4527,-64.0,30.55
23/8/1990,9.095,237.04,148.0,1645.0,307.06,16.259,0.0491,-50.0,36.47
24/8/1990,133.2,49.433,956.0,649.0,311.51,10.12,0.0993,-50.0,33.93
27/8/1990,142.45,12.945,1453.0,256.0,321.44,21.046999999999997,0.2004,-50.0,29.63
28/8/1990,57.206,53.911,837.0,664.0,321.34,17.052,0.1505,-50.0,29.12
29/8/1990,83.96600000000001,33.906,972.0,508.0,324.19,34.939,0.1506,-50.0,27.38
30/8/1990,20.776999999999997,83.395,482.0,998.0,318.71,15.235999999999999,0.1514,-54.0,29.89
31/8/1990,66.982,19.848,885.0,595.0,322.56,3.0060000000000002,0.1025,-54.0,29.9
4/9/1990,38.601,37.186,673.0,814.0,323.09,3.3116,0.2551,-54.0,29.58
5/9/1990,71.262,34.855,953.0,571.0,324.39,2.4598,0.6582,-54.0,28.52
6/9/1990,27.701,82.321,511.0,960.0,320.46,3.3317,0.6119,-34.0,30.19
7/9/1990,72.76,33.948,922.0,560.0,323.4,4.5082,0.5076,-34.0,28.73
10/9/1990,43.873000000000005,57.04600000000001,777.0,739.0,321.63,3.443,0.4038,-34.0,29.34
11/9/1990,39.811,57.9,609.0,835.0,321.04,3.8756,0.3066,-34.0,28.38
12/9/1990,68.699,45.025,778.0,638.0,322.54,3.1472,0.4604,-34.0,28.12
13/9/1990,22.954,84.67399999999999,430.0,1009.0,318.65,3.685,0.4627,-68.0,29.33
14/9/1990,31.410999999999998,86.228,472.0,1008.0,316.83,4.4456,0.4103,-68.0,30.56
17/9/1990,51.114,44.797,681.0,768.0,317.77,4.3478,0.8176,-68.0,29.55
18/9/1990,57.653999999999996,66.003,626.0,854.0,318.6,4.7815,0.9086,-68.0,28.82
19/9/1990,46.42100000000001,80.925,599.0,883.0,316.6,8.7692,0.91,-68.0,27.88
20/9/1990,11.302,122.1,300.0,1258.0,311.48,7.7159,0.3526,-74.0,28.66
21/9/1990,81.499,99.366,595.0,928.0,311.32,9.4397,0.5015,-74.0,30.04
24/9/1990,12.198,141.59,233.0,1432.0,304.59,6.5723,0.2511,-74.0,30.56
25/9/1990,89.831,50.623000000000005,770.0,745.0,308.26,12.494000000000002,0.2518,-74.0,28.81
26/9/1990,28.999000000000002,109.79,421.0,1119.0,305.06,13.34,0.1003,-74.0,28.19
27/9/1990,27.003,137.65,395.0,1182.0,300.97,22.3,0.05,-48.0,28.67
28/9/1990,132.77,53.513000000000005,877.0,693.0,306.05,15.811,0.0506,-48.0,29.11
1/10/1990,159.43,28.645,1203.0,442.0,314.94,15.497,0.19899999999999998,-48.0,28.06
2/10/1990,91.993,78.126,1014.0,582.0,315.21,20.36,0.3955,-48.0,27.28
3/10/1990,35.577,84.531,564.0,972.0,311.4,22.194000000000003,0.1521,-48.0,27.9
4/10/1990,65.502,66.104,731.0,780.0,312.69,3.6579,0.2024,-70.0,27.51
5/10/1990,57.535,78.925,598.0,893.0,311.5,4.9671,0.1023,-70.0,27.85
8/10/1990,50.757,36.199,822.0,627.0,313.48,7.0344,0.5673,-70.0,28.04
9/10/1990,14.546,122.46,288.0,1313.0,305.1,8.1841,0.0,-70.0,30.71
10/10/1990,25.874000000000002,129.07,356.0,1200.0,300.39,4.9510000000000005,0.0503,-70.0,31.19
11/10/1990,25.484,138.22,301.0,1290.0,295.46,9.6028,0.1495,-58.0,33.98
12/10/1990,122.84,51.934,917.0,640.0,300.03,13.97,0.1508,-58.0,31.94
15/10/1990,97.244,53.496,802.0,748.0,303.23,18.685,0.1507,-58.0,31.64
16/10/1990,29.694000000000003,105.14,487.0,1077.0,298.92,1.3072,0.2515,-58.0,31.45
17/10/1990,68.047,74.617,659.0,833.0,298.76,10.497,0.3029,-58.0,31.37
18/10/1990,157.71,31.816999999999997,1116.0,436.0,305.74,13.883,0.6051,-74.0,29.6
19/10/1990,158.2,41.15,1129.0,499.0,312.48,12.519,0.6990000000000001,-74.0,27.86
22/10/1990,94.647,40.936,860.0,719.0,314.76,7.2617,0.3498,-74.0,27.27
23/10/1990,52.593999999999994,73.17399999999999,821.0,695.0,312.36,4.3435,0.4566,-74.0,27.57
24/10/1990,71.38,60.986999999999995,762.0,728.0,312.6,4.5477,0.5051,-74.0,28.28
25/10/1990,39.92,84.90299999999999,624.0,851.0,310.17,5.2765,0.2548,-54.0,29.04
26/10/1990,14.177999999999999,105.44,364.0,1164.0,304.71,4.798,0.0505,-54.0,30.75
29/10/1990,33.995,82.98899999999999,486.0,1037.0,301.88,4.5362,0.304,-54.0,31.54
30/10/1990,72.237,65.025,685.0,817.0,304.06,6.9227,0.1521,-54.0,30.52
31/10/1990,67.325,69.962,753.0,758.0,304.0,8.2573,0.4578,-54.0,30.04
1/11/1990,99.98299999999999,44.163999999999994,896.0,618.0,307.02,10.39,0.2499,-60.0,30.25
2/11/1990,128.21,21.136,1091.0,466.0,311.85,6.7141,0.5511,-60.0,30.03
5/11/1990,101.66,30.604,1024.0,547.0,314.59,4.7595,0.6997,-60.0,29.85
6/11/1990,41.927,78.723,709.0,760.0,311.62,3.4983,0.3537,-60.0,29.11
7/11/1990,20.541999999999998,117.74,444.0,1134.0,306.01,3.5371,0.0991,-60.0,30.87
8/11/1990,82.005,51.684,834.0,654.0,307.61,4.1109,0.4004,-60.0,30.79
9/11/1990,111.05,20.608,1123.0,453.0,313.74,4.4545,0.499,-60.0,26.96
12/11/1990,132.04,17.285999999999998,1163.0,381.0,319.48,3.2435,0.7081,-60.0,25.6
13/11/1990,66.821,71.68,836.0,731.0,317.67,1.9221,0.8906,-60.0,24.58
14/11/1990,110.12,47.946999999999996,999.0,532.0,320.4,1.9297,0.8483,-60.0,22.89
15/11/1990,37.349000000000004,98.75399999999999,591.0,918.0,317.02,2.2455,0.4042,-76.0,22.57
16/11/1990,74.618,70.119,766.0,725.0,317.12,1.5664,0.4482,-76.0,21.34
19/11/1990,75.132,44.729,902.0,624.0,319.34,1.8426,0.2999,-76.0,20.95
20/11/1990,29.48,111.45,511.0,1043.0,315.31,1.949,0.2994,-76.0,20.09
21/11/1990,62.707,54.076,719.0,746.0,316.03,2.5948,0.3534,-76.0,21.09
23/11/1990,23.445,27.789,650.0,680.0,315.1,2.7259,0.4235,-68.0,20.98
26/11/1990,69.24600000000001,46.68,785.0,728.0,316.51,1.2705,0.2523,-68.0,22.76
27/11/1990,91.103,37.803000000000004,959.0,571.0,318.1,1.9677,0.7459,-68.0,22.86
28/11/1990,73.546,52.94,843.0,664.0,317.95,1.8399,0.6990000000000001,-68.0,22.96
29/11/1990,45.56100000000001,74.183,655.0,839.0,316.42,1.2981,0.5478,-56.0,23.91
30/11/1990,143.84,34.694,1126.0,426.0,322.22,1.4442,0.993,-56.0,22.16
3/12/1990,116.21,43.025,964.0,612.0,324.1,1.6385,1.5347,-56.0,22.29
4/12/1990,126.05,44.06399999999999,907.0,639.0,326.35,1.9471,1.3979,-56.0,22.03
5/12/1990,149.49,39.681,1087.0,485.0,329.92,1.7839,1.3875,-56.0,20.94
6/12/1990,118.49,114.32,869.0,710.0,329.07,1.6216,2.8501,-48.0,22.62
7/12/1990,58.955,86.413,759.0,778.0,327.75,1.3255,0.8346,-48.0,22.59
10/12/1990,65.507,53.663999999999994,798.0,774.0,328.89,1.8429,0.7759,-48.0,23.58
11/12/1990,45.285,82.59700000000001,585.0,999.0,326.44,2.2527,1.0774,-48.0,23.75
12/12/1990,120.07,44.873999999999995,952.0,594.0,330.19,2.4842,1.5587,-48.0,21.28
13/12/1990,71.556,71.87899999999999,790.0,747.0,329.34,2.0568,1.3222,-38.0,23.05
14/12/1990,35.27,97.911,526.0,1025.0,326.82,1.8775,0.3458,-38.0,23.85
17/12/1990,36.165,62.771,500.0,1054.0,326.02,2.8529,0.2459,-38.0,24.85
18/12/1990,118.08,37.768,969.0,577.0,330.05,2.5403,1.1236,-38.0,23.11
19/12/1990,89.488,65.459,854.0,712.0,330.2,1.9512,1.4634,-38.0,23.08
20/12/1990,71.013,72.6,726.0,813.0,330.12,2.1017,1.1241,-68.0,23.13
21/12/1990,109.23,89.58,773.0,793.0,331.75,2.3449,1.319,-68.0,22.66
24/12/1990,13.501,32.638000000000005,527.0,842.0,329.9,2.0218,0.311,-68.0,24.03
26/12/1990,38.07,24.186,774.0,639.0,330.85,1.8386,0.5618,-68.0,24.18
27/12/1990,26.655,57.403,598.0,892.0,328.29,2.0958,0.5988,-40.0,24.81
28/12/1990,47.748000000000005,42.155,712.0,800.0,328.72,2.6199,1.0875,-40.0,25.05
31/12/1990,62.982,29.881,1018.0,596.0,330.22,2.3553,1.0304,-40.0,26.38
2/1/1991,33.975,78.435,725.0,852.0,326.45,0.5475,1.3937,-40.0,26.62
3/1/1991,37.567,87.31299999999999,602.0,936.0,321.91,0.3415,0.5952,-38.0,27.93
4/1/1991,55.912,66.244,790.0,698.0,321.0,0.7937,0.4536,-38.0,27.19
7/1/1991,13.534,106.34,362.0,1219.0,315.44,0.1468,0.4498,-38.0,28.95
8/1/1991,46.692,73.084,564.0,927.0,314.9,1.1089,0.2491,-38.0,30.38
9/1/1991,45.115,124.83,578.0,945.0,311.49,0.09699999999999999,0.4498,-38.0,33.3
10/1/1991,78.367,32.801,892.0,598.0,314.53,0.385,0.3003,-56.0,31.33
11/1/1991,52.926,53.193000000000005,751.0,701.0,315.23,2.099,0.6024,-56.0,32.63
14/1/1991,21.925,83.316,362.0,1211.0,312.49,0.4342,0.4498,-56.0,36.2
15/1/1991,54.413999999999994,38.57,699.0,735.0,313.73,2.7404,0.4555,-56.0,36.16
16/1/1991,85.279,36.075,916.0,561.0,316.17,0.6256,0.5604,-56.0,33.2
17/1/1991,271.2,37.114000000000004,1519.0,263.0,327.97,2.8486,1.8618,-56.0,27.45
18/1/1991,153.39,55.925,836.0,678.0,332.23,2.0521,1.0579,-56.0,25.39
21/1/1991,58.424,59.833999999999996,732.0,771.0,331.06,0.5194,1.3726,-56.0,24.33
22/1/1991,74.343,83.794,784.0,742.0,328.31,1.9578,1.8763,-56.0,24.9
23/1/1991,100.78,53.04,998.0,517.0,330.21,0.6548,1.9667,-56.0,23.92
24/1/1991,165.35,37.169000000000004,1231.0,398.0,334.78,3.4483,3.5857,-50.0,22.86
25/1/1991,110.19,57.175,982.0,554.0,336.07,3.1883,3.1,-50.0,22.2
28/1/1991,72.236,50.101000000000006,942.0,607.0,336.03,2.8018,2.45,-50.0,23.05
29/1/1991,73.557,57.751999999999995,826.0,686.0,335.84,1.2249,2.4072,-50.0,23.17
30/1/1991,176.22,34.196,1216.0,406.0,340.91,1.6121,4.6338,-50.0,21.37
31/1/1991,131.71,50.096000000000004,1089.0,511.0,343.93,1.8302,3.9389,-42.0,20.91
1/2/1991,120.1,88.853,1023.0,605.0,343.05,1.0142,5.2683,-42.0,21.04
4/2/1991,209.93,24.958000000000002,1362.0,359.0,348.34,1.1599,7.4976,-42.0,21.86
5/2/1991,191.12,73.078,1151.0,517.0,351.26,0.8466,8.241,-42.0,21.46
6/2/1991,209.42,44.268,1222.0,449.0,358.07,0.35,8.3696,-42.0,22.68
7/2/1991,124.68,139.54,849.0,837.0,356.52,0.55,8.2404,-28.0,23.6
8/2/1991,113.25,56.723,974.0,618.0,359.35,0.7523,4.3967,-28.0,23.38
11/2/1991,228.22,22.703000000000003,1432.0,329.0,368.58,0.8969,9.851,-28.0,22.56
12/2/1991,95.194,141.58,781.0,854.0,365.5,0.6401,8.3494,-28.0,22.26
13/2/1991,126.03,55.131,1055.0,553.0,369.02,0.3895,6.3199,-28.0,20.86
14/2/1991,64.40100000000001,142.39,612.0,1033.0,364.22,0.3855,7.4744,-8.0,21.48
15/2/1991,162.88,43.528,1173.0,470.0,369.06,0.387,4.7549,-8.0,19.57
19/2/1991,88.304,77.732,791.0,860.0,369.39,0.3878,5.0268,-8.0,19.84
20/2/1991,45.324,122.48,531.0,1098.0,365.14,0.1954,3.5437,-8.0,22.26
21/2/1991,83.26700000000001,72.47399999999999,834.0,715.0,364.97,0.2403,3.6027,14.0,20.78
22/2/1991,120.21,69.972,820.0,715.0,365.65,0.2413,5.1206,14.0,21.01
25/2/1991,104.44,56.902,939.0,649.0,367.26,3.0918,4.4499,14.0,22.86
26/2/1991,42.733999999999995,105.72,443.0,1154.0,362.81,0.1945,1.5656,14.0,20.38
27/2/1991,151.59,35.258,1063.0,503.0,367.74,0.0489,3.2625,14.0,21.26
28/2/1991,123.74,77.691,1075.0,567.0,367.07,0.098,4.4747,0.0,21.23
4/3/1991,106.85,68.45100000000001,1009.0,605.0,369.33,0.0971,4.8614,0.0,20.86
5/3/1991,204.79,26.951,1272.0,391.0,376.72,0.1947,8.8363,0.0,20.45
6/3/1991,126.2,109.77,903.0,779.0,376.17,0.0,8.7229,0.0,20.55
7/3/1991,90.241,86.569,752.0,838.0,375.91,0.1956,4.7179,0.0,21.05
8/3/1991,82.512,90.53,794.0,807.0,374.95,0.1957,4.9952,0.0,20.81
11/3/1991,55.706,86.789,649.0,935.0,372.96,0.2966,2.1453,0.0,20.88
