Date,UPV,DNV,ADV,DEC,SPX,Lows,Highs,AAII,VIX
26/6/1996,105.02,239.78,940.0,1495.0,664.39,1.4775,1.3559999999999999,-16.0,15.23
27/6/1996,228.92,132.29,1324.0,1037.0,668.55,1.3915,1.5516,-16.0,14.19
28/6/1996,281.43,135.19,1826.0,743.0,670.63,2.0356,4.296,-16.0,13.68
1/7/1996,218.73,93.15100000000001,1409.0,1056.0,675.88,1.4035,2.2992,-16.0,13.78
2/7/1996,156.21,183.26,1231.0,1120.0,673.61,1.3531,2.9181,-16.0,14.19
3/7/1996,122.42,167.39,1098.0,1200.0,672.4,1.8565,2.654,-16.0,14.21
5/7/1996,15.152999999999999,158.7,315.0,2104.0,657.44,2.6805,0.6702,-36.0,16.09
8/7/1996,88.454,248.49,753.0,1732.0,652.54,2.1849,0.9503,-36.0,16.42
9/7/1996,196.23,133.84,1376.0,1036.0,654.75,1.0662,1.6008,-36.0,15.49
10/7/1996,161.62,211.59,1040.0,1406.0,656.06,1.0041,1.2869,-36.0,15.51
11/7/1996,65.827,417.48,531.0,2020.0,645.67,1.3586,0.8143,-20.0,17.81
12/7/1996,184.48,173.26,1211.0,1184.0,646.19,1.508,0.9518,-20.0,17.09
15/7/1996,33.295,369.52,440.0,2149.0,629.8,2.439,0.8816,-20.0,20.11
16/7/1996,201.64,426.45,701.0,1884.0,628.37,1.9146,0.4683,-20.0,20.1
17/7/1996,324.03,145.25,1783.0,736.0,634.07,2.1971,0.3453,-20.0,19.22
18/7/1996,345.98,90.89299999999999,1872.0,651.0,643.56,4.0714,1.0076,-42.0,17.93
19/7/1996,114.83,240.57,989.0,1403.0,638.73,2.3794,0.6995,-42.0,17.26
22/7/1996,61.62,227.1,649.0,1770.0,633.77,4.6285,0.7602,-42.0,20.41
23/7/1996,111.11,271.15,709.0,1696.0,626.87,8.1174,0.5354,-42.0,21.55
24/7/1996,168.1,251.26,680.0,1816.0,626.65,1.4124,0.157,-42.0,21.44
25/7/1996,255.79,107.54,1549.0,814.0,631.17,1.0390000000000001,0.6353,-40.0,19.39
26/7/1996,225.95,88.648,1556.0,805.0,635.9,0.8585,0.7304,-40.0,17.45
29/7/1996,82.176,170.05,905.0,1465.0,630.91,1.8055,0.6335,-40.0,20.09
30/7/1996,191.66,108.05,1384.0,1021.0,635.26,2.7402,0.599,-40.0,20.53
31/7/1996,227.43,137.46,1565.0,889.0,639.95,5.2433,1.0436,-40.0,19.46
1/8/1996,338.19,65.291,1985.0,550.0,650.02,2.0648,2.127,-42.0,18.76
2/8/1996,355.27,50.803999999999995,2105.0,539.0,662.49,1.429,3.9727,-42.0,16.19
5/8/1996,121.55,136.4,1170.0,1219.0,660.23,1.9639,2.511,-42.0,17.36
6/8/1996,173.3,129.13,1270.0,1152.0,662.38,2.1438,1.7691,-42.0,16.93
7/8/1996,213.54,133.41,1415.0,981.0,664.16,1.5813,2.511,-42.0,16.24
8/8/1996,159.84,135.62,1141.0,1138.0,662.59,0.7759,2.0126,-46.0,16.04
9/8/1996,143.91,137.99,1262.0,1048.0,662.1,0.7847,2.1512,-46.0,15.77
12/8/1996,166.08,104.48,1270.0,1061.0,665.77,0.9621,1.9565,-46.0,15.57
13/8/1996,81.617,220.93,852.0,1506.0,660.2,0.5336,1.5992,-46.0,16.41
14/8/1996,207.42,87.073,1460.0,904.0,662.05,0.7233,2.1957,-46.0,15.96
15/8/1996,157.62,116.58,1293.0,1048.0,662.28,0.6011,2.9439,-14.0,15.46
16/8/1996,189.11,104.41,1577.0,777.0,665.21,0.5049,3.6255,-14.0,14.81
19/8/1996,160.4,93.402,1266.0,1064.0,666.58,0.7839,3.6175,-14.0,15.27
20/8/1996,161.52,129.6,1261.0,1085.0,665.69,0.7528,3.2802,-14.0,14.73
21/8/1996,155.19,146.54,1077.0,1254.0,665.07,0.8143,2.7760000000000002,-14.0,14.52
22/8/1996,228.95,84.806,1500.0,865.0,670.68,0.5675,3.2905,-44.0,13.71
23/8/1996,107.62,158.95,1013.0,1285.0,667.03,0.4718,2.3227,-44.0,14.18
26/8/1996,94.789,143.62,899.0,1359.0,663.88,0.7498,1.7930000000000001,-44.0,15.38
27/8/1996,171.03,85.649,1436.0,896.0,666.4,1.0917,2.2159999999999997,-44.0,15.11
28/8/1996,134.64,117.07,1309.0,1023.0,664.81,0.6268,2.8885,-44.0,15.1
29/8/1996,74.407,217.4,760.0,1645.0,657.4,0.6277,1.5005,-44.0,16.22
30/8/1996,62.871,163.03,829.0,1457.0,651.99,0.6606,1.0794,-44.0,17.01
3/9/1996,145.88,151.84,1027.0,1395.0,654.72,0.5618,1.5394,-44.0,18.47
4/9/1996,183.34,127.43,1379.0,947.0,655.61,0.6593,2.1678,-44.0,18.64
5/9/1996,75.775,251.79,776.0,1617.0,649.44,0.8440000000000001,1.5428,-42.0,20.51
6/9/1996,240.03,74.229,1652.0,705.0,655.68,0.8254,1.7533,-42.0,17.1
9/9/1996,224.0,59.15,1542.0,861.0,663.76,0.7854,3.3281,-42.0,16.36
10/9/1996,164.82,163.26,1189.0,1167.0,663.81,0.7242,3.1805,-42.0,16.25
11/9/1996,203.45,114.93,1268.0,1052.0,667.28,0.8766,3.4913,-42.0,16.06
12/9/1996,238.67,110.63,1489.0,883.0,671.15,0.4044,4.6302,-48.0,15.97
13/9/1996,343.05,99.586,1729.0,735.0,680.54,0.4989,6.9136,-48.0,15.2
16/9/1996,259.77,119.9,1416.0,1002.0,683.98,1.1222,5.9975,-48.0,15.43
17/9/1996,198.42,190.54,999.0,1462.0,682.94,0.8701,3.3015,-48.0,15.74
18/9/1996,155.2,197.18,999.0,1365.0,681.47,0.46299999999999997,2.9156,-48.0,15.86
19/9/1996,209.56,147.23,1114.0,1266.0,683.0,0.6526,2.2284,-44.0,16.03
20/9/1996,305.49,144.15,1429.0,909.0,687.03,0.8948,3.0869999999999997,-44.0,15.65
23/9/1996,116.89,136.43,869.0,1456.0,686.48,0.7134,1.9688,-44.0,16.46
24/9/1996,201.79,188.26,1238.0,1081.0,685.61,0.8357,3.2878,-44.0,16.45
25/9/1996,230.87,179.55,1312.0,1078.0,685.83,0.5925,3.5913,-44.0,16.22
26/9/1996,247.48,204.6,1411.0,1012.0,685.86,0.6563,4.8841,-32.0,16.11
27/9/1996,198.72,168.87,1293.0,1033.0,686.19,0.6203,3.6566,-32.0,16.1
30/9/1996,204.4,134.03,1356.0,1069.0,687.31,1.1765,5.4278,-32.0,16.95
1/10/1996,201.1,173.04,1318.0,1106.0,689.08,0.7728,4.0099,-32.0,17.05
2/10/1996,275.9,115.78,1651.0,771.0,694.01,0.9916,6.1344,-32.0,16.78
3/10/1996,155.0,174.52,1133.0,1266.0,692.78,0.8893,5.2777,-20.0,16.77
4/10/1996,303.86,106.64,1803.0,726.0,701.46,0.4624,8.8807,-20.0,14.8
7/10/1996,187.46,144.06,1145.0,1230.0,703.34,0.583,6.9517,-20.0,15.11
8/10/1996,175.47,220.51,1032.0,1393.0,700.64,0.8326,4.2998,-20.0,15.58
9/10/1996,127.13,233.89,878.0,1470.0,696.74,0.7998,2.4615,-20.0,16.09
10/10/1996,174.8,172.57,1093.0,1261.0,694.61,0.86,2.6527,-24.0,16.26
11/10/1996,236.6,114.22,1475.0,853.0,700.66,1.0462,3.9913,-24.0,15.07
14/10/1996,175.73,110.81,1203.0,1092.0,703.54,1.0179,4.8457,-24.0,15.13
15/10/1996,187.71,214.56,1094.0,1316.0,702.57,0.6807,5.9366,-24.0,15.83
16/10/1996,212.11,189.15,1167.0,1233.0,704.41,0.679,3.5912,-24.0,15.6
17/10/1996,267.39,172.61,1428.0,962.0,706.99,1.1689,5.9436,-22.0,15.41
18/10/1996,245.3,176.43,1340.0,1053.0,710.82,1.0436,5.8025,-22.0,15.08
21/10/1996,181.82,196.13,1102.0,1340.0,709.85,0.674,5.9542,-22.0,15.98
22/10/1996,132.05,227.42,915.0,1541.0,706.57,0.8025,3.8977,-22.0,16.4
23/10/1996,191.68,191.73,1080.0,1285.0,707.27,1.0992,2.5515,-22.0,16.45
24/10/1996,142.64,225.95,1118.0,1236.0,702.29,1.7357,3.1346,-16.0,16.89
25/10/1996,166.95,158.13,1188.0,1178.0,700.92,1.5985,2.9764,-16.0,17.29
28/10/1996,117.02,224.41,894.0,1534.0,697.26,1.4751,3.623,-16.0,18.34
29/10/1996,236.09,161.09,1307.0,1178.0,701.5,1.1967,3.4209,-16.0,18.28
30/10/1996,204.36,188.09,1201.0,1179.0,700.9,1.3816,3.2732,-16.0,18.48
31/10/1996,243.48,165.9,1485.0,974.0,705.27,1.6494,4.8632,-26.0,18.11
1/11/1996,188.16,224.1,1163.0,1225.0,703.77,1.8966,3.8874,-26.0,17.89
4/11/1996,197.95,148.64,1337.0,1075.0,706.73,1.5805,3.6889999999999996,-26.0,18.04
5/11/1996,314.63,120.94,1483.0,954.0,714.14,1.2805,6.627999999999999,-26.0,17.65
6/11/1996,364.5,96.566,1731.0,788.0,724.59,1.2217,9.055,-26.0,16.97
7/11/1996,260.18,184.11,1420.0,1084.0,727.65,1.1243,7.2860000000000005,-48.0,17.21
8/11/1996,219.76,132.23,1320.0,1089.0,730.82,1.0625,5.7073,-48.0,15.78
11/11/1996,184.43,125.06,1391.0,1003.0,731.87,0.5768,6.944,-48.0,14.04
12/11/1996,216.76,199.95,1355.0,1118.0,729.56,0.8565,6.882000000000001,-48.0,15.36
13/11/1996,206.02,175.51,1308.0,1132.0,731.13,0.5735,4.9712,-48.0,14.89
14/11/1996,293.23,142.31,1496.0,990.0,735.88,0.5153,6.1317,-26.0,13.79
15/11/1996,267.03,205.28,1278.0,1206.0,737.62,0.6613,7.7201,-26.0,14.36
18/11/1996,183.34,156.81,1174.0,1219.0,737.02,0.7238,5.3204,-26.0,15.12
19/11/1996,253.02,151.19,1442.0,1046.0,742.16,0.7557,6.9649,-26.0,15.23
20/11/1996,256.25,187.85,1388.0,1073.0,743.95,0.5104,7.7734,-26.0,15.94
21/11/1996,178.43,237.62,1207.0,1216.0,742.75,0.5725,6.2104,-14.0,15.77
22/11/1996,325.93,146.05,1540.0,971.0,748.73,0.8441,7.7224,-14.0,14.92
25/11/1996,290.82,125.68,1657.0,906.0,757.03,0.5709,10.657,-14.0,15.91
26/11/1996,210.41,254.48,1154.0,1378.0,755.96,0.5672,8.6567,-14.0,16.97
27/11/1996,188.09,147.28,1343.0,1136.0,755.0,0.8657,5.1429,-14.0,16.96
29/11/1996,81.12899999999999,41.964,1305.0,934.0,757.02,0.782,4.2169,4.0,17.14
2/12/1996,191.75,179.48,1279.0,1235.0,756.56,0.3171,5.202999999999999,4.0,17.93
3/12/1996,184.69,273.08,1296.0,1220.0,748.28,0.8698,8.5483,4.0,18.68
4/12/1996,199.0,244.24,1079.0,1458.0,745.1,0.8753,4.0749,4.0,17.93
5/12/1996,217.88,213.8,1233.0,1288.0,744.38,0.6593,3.656,-18.0,18.14
6/12/1996,142.4,313.88,572.0,2080.0,739.6,1.8018,1.6216,-18.0,18.82
9/12/1996,272.95,72.118,1953.0,639.0,749.81,0.32899999999999996,4.487,-18.0,17.75
10/12/1996,182.64,212.75,1410.0,1155.0,747.54,0.537,6.0263,-18.0,17.88
11/12/1996,99.195,357.72,526.0,2154.0,740.73,1.4969999999999999,1.6766,-18.0,19.68
12/12/1996,130.55,308.4,911.0,1644.0,729.33,1.2928,2.6759,-20.0,20.45
13/12/1996,189.03,220.65,1052.0,1450.0,728.64,1.6304,1.9022,-20.0,21.09
16/12/1996,120.39,281.6,891.0,1677.0,720.98,1.7633,1.8828,-20.0,21.99
17/12/1996,248.44,204.31,1264.0,1275.0,726.04,2.3873,1.2832,-20.0,20.77
18/12/1996,306.67,139.74,1610.0,951.0,731.54,1.5755,2.0214,-20.0,19.42
19/12/1996,358.28,110.85,1844.0,778.0,745.76,1.6119,4.806,-34.0,18.77
20/12/1996,352.19,227.78,1616.0,972.0,748.87,1.4239,6.2889,-34.0,18.85
23/12/1996,119.0,171.08,1129.0,1392.0,746.92,1.1715,3.7549,-34.0,19.5
24/12/1996,88.565,45.333,1309.0,940.0,751.03,0.6542,3.0841,-34.0,18.68
26/12/1996,150.39,65.91,1616.0,854.0,755.82,0.6936,4.8854,-26.0,18.59
27/12/1996,131.41,84.156,1559.0,899.0,756.79,0.9074,4.9607,-26.0,19.13
30/12/1996,155.39,140.0,1406.0,1110.0,753.85,0.9833,6.4958,-26.0,19.51
31/12/1996,144.29,210.37,1297.0,1234.0,740.74,1.1353,5.9755,-26.0,20.92
2/1/1997,138.01,290.26,780.0,1869.0,737.01,0.5687,1.8857,-14.0,21.14
3/1/1997,312.75,95.01100000000001,1861.0,736.0,748.03,0.5108,2.6142,-14.0,19.13
6/1/1997,241.35,239.92,1434.0,1139.0,747.65,2.8177,4.0908,-14.0,19.89
7/1/1997,341.58,146.58,1499.0,1047.0,753.23,0.8101,4.3752,-14.0,19.35
8/1/1997,226.72,275.34,1252.0,1289.0,748.41,0.8659,5.4578,-14.0,20.24
9/1/1997,341.37,153.72,1632.0,957.0,754.85,0.8391,6.5373,-28.0,20.91
10/1/1997,321.56,161.19,1273.0,1235.0,759.5,0.2949,5.8507,-28.0,19.63
13/1/1997,200.02,199.23,1392.0,1196.0,759.51,0.8351,6.7282,-28.0,19.84
14/1/1997,360.43,122.4,1813.0,819.0,768.86,0.4408,6.8168,-28.0,19.27
15/1/1997,247.69,230.95,1283.0,1287.0,767.2,0.6866,6.575,-28.0,19.4
16/1/1997,282.17,199.14,1354.0,1185.0,769.75,0.7463,6.4947,-16.0,19.61
17/1/1997,323.68,147.68,1542.0,975.0,776.17,0.322,6.211,-16.0,18.63
20/1/1997,204.85,194.12,1284.0,1262.0,776.7,1.7316,6.0252,-16.0,18.6
21/1/1997,317.74,204.74,1308.0,1244.0,782.72,0.4466,5.8192,-16.0,17.81
22/1/1997,278.6,248.64,1222.0,1328.0,786.23,0.4742,6.0633,-16.0,17.09
23/1/1997,275.64,358.52,1139.0,1441.0,777.56,0.5977,8.5996,-26.0,18.47
24/1/1997,158.41,349.97,836.0,1711.0,770.52,0.5338,1.8658,-26.0,19.33
27/1/1997,138.26,269.7,865.0,1667.0,765.02,0.5052,1.8368,-26.0,20.16
28/1/1997,244.78,220.67,1422.0,1052.0,765.02,0.3897,2.8296,-26.0,20.74
29/1/1997,271.46,176.54,1270.0,1190.0,772.5,0.4178,2.3480000000000003,-26.0,20.23
30/1/1997,350.06,120.74,1561.0,931.0,784.17,0.5376,3.4183,2.0,19.47
3/2/1997,202.78,221.15,1395.0,1142.0,786.73,0.8426,3.9363,2.0,19.58
4/2/1997,225.01,218.02,1177.0,1297.0,789.26,0.5721,4.4431,2.0,19.43
5/2/1997,142.3,389.05,964.0,1634.0,778.28,0.5418,4.9747,2.0,21.06
6/2/1997,256.15,214.85,1250.0,1242.0,780.15,0.8128,2.8093,-6.0,20.16
7/2/1997,321.13,161.64,1643.0,944.0,789.56,0.4498,5.0253,-6.0,18.9
10/2/1997,175.8,252.45,1116.0,1345.0,785.43,0.6892,4.8846,-6.0,20.65
11/2/1997,257.39,172.14,1315.0,1201.0,789.59,0.4507,4.34,-6.0,19.97
12/2/1997,426.78,101.49,1800.0,778.0,802.77,0.7205,7.0767,-6.0,19.48
13/2/1997,366.21,163.48,1732.0,844.0,811.82,0.6553,10.015,-10.0,19.23
14/2/1997,219.02,215.94,1345.0,1219.0,808.48,0.9863,8.5322,-10.0,19.18
18/2/1997,287.94,145.71,1535.0,1059.0,816.29,0.2086,8.2265,-10.0,19.7
19/2/1997,207.3,258.08,1293.0,1285.0,812.49,1.1002,7.5186,-10.0,20.61
20/2/1997,123.64,320.95,859.0,1694.0,802.8,0.6164,4.2325,-12.0,21.41
21/2/1997,234.45,185.36,1324.0,1168.0,801.77,0.8391,3.1912,-12.0,20.55
24/2/1997,282.97,131.95,1511.0,1065.0,810.28,1.0476,4.9763,-12.0,19.84
25/2/1997,285.11,196.25,1430.0,1150.0,812.1,0.7166,6.6923,-12.0,19.98
26/2/1997,157.33,357.66,775.0,1809.0,805.68,0.4484,3.8186,-12.0,20.74
27/2/1997,113.76,308.13,917.0,1624.0,795.07,0.3878,2.3639,26.0,21.08
28/2/1997,199.51,259.78,1063.0,1449.0,790.82,0.5663,1.702,26.0,21.1
3/3/1997,233.72,153.76,1292.0,1270.0,795.31,0.8321,2.3945,26.0,20.89
4/3/1997,263.13,224.57,1423.0,1129.0,790.95,0.6557,3.9819999999999998,26.0,20.62
5/3/1997,368.73,105.04,1604.0,945.0,801.99,0.5667,3.8358,26.0,19.49
6/3/1997,230.35,235.63,1276.0,1217.0,798.56,0.5036,4.3088,-14.0,20.48
7/3/1997,322.4,129.93,1651.0,890.0,804.97,0.5329999999999999,6.369,-14.0,19.32
10/3/1997,299.82,115.97,1656.0,880.0,813.65,0.6563,6.3957,-14.0,19.0
11/3/1997,228.54,215.36,1319.0,1194.0,811.34,0.8977,6.6211,-14.0,19.25
12/3/1997,160.98,280.88,957.0,1598.0,804.26,0.7764,4.1271,-14.0,19.61
13/3/1997,91.012,379.4,534.0,2101.0,789.56,0.6884,2.1798,-32.0,19.79
14/3/1997,254.83,177.8,1452.0,1074.0,793.17,0.5689,2.2116,-32.0,19.81
17/3/1997,188.38,257.39,850.0,1651.0,795.71,0.5394,1.4966,-32.0,20.95
18/3/1997,122.6,293.45,863.0,1673.0,789.66,0.4488,1.4925,-32.0,21.26
19/3/1997,173.6,311.74,956.0,1529.0,785.77,0.506,1.7086,-32.0,21.74
20/3/1997,200.17,257.36,950.0,1559.0,782.65,0.5379999999999999,1.0863,-28.0,21.22
21/3/1997,258.6,215.33,1258.0,1182.0,784.1,0.4751,1.3158,-28.0,19.69
24/3/1997,229.89,169.47,1223.0,1346.0,790.89,0.349,1.3449,-28.0,20.06
25/3/1997,223.95,209.11,1324.0,1191.0,789.07,0.8314,2.1072,-28.0,19.26
26/3/1997,255.17,183.11,1314.0,1183.0,790.5,0.9854,2.1544,-28.0,18.32
27/3/1997,65.501,386.83,632.0,2021.0,773.88,1.1955,1.4979,-46.0,20.5
31/3/1997,76.42399999999999,452.36,552.0,2130.0,757.12,1.6163,0.7777,-46.0,22.14
1/4/1997,243.88,212.41,1173.0,1362.0,759.64,1.3433,0.5995,-46.0,20.84
2/4/1997,110.08,326.4,849.0,1745.0,750.11,1.7986,0.6917,-46.0,21.3
3/4/1997,202.34,240.76,923.0,1585.0,750.32,1.9916,0.6647,-42.0,21.19
4/4/1997,321.57,164.3,1432.0,1068.0,757.9,1.2261,0.9385,-42.0,19.23
7/4/1997,292.26,123.49,1740.0,801.0,762.13,1.6736,1.5935,-42.0,18.51
8/4/1997,247.51,158.01,1363.0,1129.0,766.12,1.5954,1.4781,-42.0,18.44
9/4/1997,171.41,239.41,1277.0,1244.0,760.6,1.4063,1.5274,-42.0,18.56
10/4/1997,165.33,214.68,1117.0,1347.0,758.34,2.0072,1.1498,-48.0,19.01
11/4/1997,42.745,382.59,394.0,2306.0,737.65,3.111,0.3622,-48.0,19.76
14/4/1997,195.82,169.28,1048.0,1446.0,743.73,2.8271,0.6291,-48.0,19.09
15/4/1997,355.63,113.52,1864.0,768.0,754.72,2.9607,1.3197,-48.0,18.25
16/4/1997,296.89,157.9,1423.0,1033.0,763.53,2.6037,1.1729,-48.0,17.64
17/4/1997,209.57,238.51,1285.0,1210.0,761.77,1.3530000000000002,1.0294,-38.0,18.71
18/4/1997,239.27,176.36,1522.0,957.0,766.34,1.5988,1.0919,-38.0,18.75
21/4/1997,119.66,247.41,916.0,1660.0,760.37,1.168,1.3526,-38.0,20.1
22/4/1997,311.38,150.07,1536.0,971.0,774.61,1.4523,1.6148,-38.0,19.52
23/4/1997,216.7,230.64,1149.0,1359.0,773.64,3.0184,1.6462,-38.0,20.48
24/4/1997,202.32,239.66,1172.0,1278.0,771.18,3.6549,1.7423,-44.0,20.83
25/4/1997,109.76,268.5,797.0,1683.0,765.37,1.7097,0.7827,-44.0,21.15
28/4/1997,224.74,143.06,1377.0,1115.0,772.96,2.0752,1.1138,-44.0,21.34
29/4/1997,461.71,52.799,2119.0,554.0,794.05,1.4532,2.5472,-44.0,19.81
30/4/1997,400.01,116.37,1632.0,967.0,801.34,1.0616,3.4125,-44.0,20.06
1/5/1997,217.65,185.63,1462.0,1049.0,798.53,1.6531,2.3102,-46.0,19.87
2/5/1997,391.88,74.911,2144.0,508.0,812.97,1.9438,5.6913,-46.0,17.51
5/5/1997,455.46,66.51100000000001,1971.0,679.0,830.24,1.5864,8.5221,-46.0,20.13
6/5/1997,277.46,276.28,1281.0,1293.0,827.76,1.9225,6.0184,-46.0,20.85
7/5/1997,151.79,312.87,854.0,1683.0,815.62,2.0169,2.8843,-46.0,21.34
8/5/1997,307.21,174.35,1440.0,1109.0,820.26,2.1072,3.3154,-40.0,21.26
9/5/1997,279.18,121.89,1545.0,969.0,824.78,1.1987,3.3075,-40.0,20.11
12/5/1997,338.73,85.094,1801.0,758.0,837.66,1.0979,4.939,-40.0,20.25
13/5/1997,199.16,251.21,1162.0,1335.0,833.13,0.4768,4.2408,-40.0,20.81
14/5/1997,287.74,161.66,1490.0,1013.0,836.04,0.3576,4.9327,-40.0,21.09
15/5/1997,265.82,150.16,1302.0,1188.0,841.88,0.504,3.2479,-18.0,19.91
16/5/1997,132.51,313.33,993.0,1472.0,829.75,0.5055,2.7926,-18.0,21.57
19/5/1997,182.51,129.03,1406.0,1074.0,833.27,0.44799999999999995,2.5097,-18.0,21.48
20/5/1997,270.71,128.49,1425.0,1047.0,841.66,0.3576,3.3979,-18.0,19.26
21/5/1997,237.72,256.36,1455.0,1136.0,839.35,0.35700000000000004,5.2632,-18.0,19.28
22/5/1997,187.35,190.14,1295.0,1197.0,835.66,0.4152,4.4201,-20.0,18.77
23/5/1997,306.53,70.749,1886.0,644.0,847.03,0.2691,6.1621,-20.0,18.08
27/5/1997,237.86,157.85,1242.0,1305.0,849.71,0.2384,6.0462,-20.0,19.36
28/5/1997,226.65,220.33,1324.0,1191.0,847.21,0.20800000000000002,5.0908,-20.0,19.28
29/5/1997,204.66,216.68,1460.0,1066.0,844.08,0.4183,5.5671,-20.0,19.02
30/5/1997,304.09,166.66,1602.0,933.0,848.28,0.2086,5.1617,-20.0,19.19
2/6/1997,207.89,177.23,1543.0,1002.0,846.36,0.2676,8.5221,-20.0,20.85
3/6/1997,251.05,225.12,1495.0,1031.0,845.48,0.2966,8.2471,-20.0,20.01
4/6/1997,177.43,241.6,1178.0,1365.0,840.11,0.359,5.1473,-20.0,20.1
5/6/1997,270.24,131.78,1511.0,989.0,843.43,0.2964,5.9069,4.0,20.36
6/6/1997,329.06,99.969,1766.0,736.0,858.01,0.3275,8.9672,4.0,18.94
9/6/1997,283.73,143.14,1457.0,1113.0,862.91,0.2369,9.6927,4.0,19.46
10/6/1997,283.11,190.12,1413.0,1174.0,865.27,0.2077,9.0695,4.0,19.04
11/6/1997,284.3,182.05,1519.0,1058.0,869.57,0.3843,8.4046,4.0,18.85
12/6/1997,431.01,111.22,1927.0,740.0,883.48,0.1785,13.488,-2.0,18.51
13/6/1997,387.19,129.95,1763.0,832.0,893.27,0.2983,14.155,-2.0,19.27
16/6/1997,188.29,173.41,1253.0,1291.0,893.9,0.1184,8.7482,-2.0,19.77
17/6/1997,283.06,205.79,1272.0,1273.0,894.42,0.1773,7.5228,-2.0,20.17
18/6/1997,183.49,267.24,1221.0,1316.0,889.06,0.3239,6.6213,-2.0,20.45
19/6/1997,351.56,136.61,1743.0,831.0,897.99,0.3834,10.61,18.0,20.1
20/6/1997,282.61,351.56,1149.0,1486.0,898.7,0.4114,8.3822,18.0,20.2
23/6/1997,84.90700000000001,381.19,831.0,1808.0,878.62,0.1766,5.8304,18.0,21.19
24/6/1997,385.07,133.74,1780.0,978.0,896.34,0.2062,6.3217,18.0,20.74
25/6/1997,226.2,337.87,1283.0,1539.0,888.99,0.382,8.0071,18.0,21.5
26/6/1997,193.85,274.38,1339.0,1460.0,883.68,0.6503,4.8444,4.0,21.82
27/6/1997,274.14,166.25,1822.0,972.0,887.3,0.3242,6.7932,4.0,21.22
30/6/1997,277.12,256.78,1531.0,1306.0,885.14,0.3517,9.3667,4.0,21.53
1/7/1997,347.15,176.56,1704.0,1150.0,891.03,0.4417,7.4019,4.0,21.0
2/7/1997,367.23,128.67,1861.0,959.0,904.03,0.4116,11.304,4.0,19.7
3/7/1997,287.91,59.097,1972.0,777.0,916.92,0.5299,16.121,-10.0,17.82
7/7/1997,222.6,272.26,1473.0,1415.0,912.2,0.4404,14.561,-10.0,19.13
8/7/1997,351.42,148.24,1699.0,1146.0,918.75,0.17800000000000002,11.124,-10.0,18.76
9/7/1997,177.38,386.7,1145.0,1725.0,907.54,0.4713,10.664000000000001,-10.0,20.4
10/7/1997,339.07,177.55,1788.0,1056.0,913.78,0.4121,8.9706,-2.0,19.92
11/7/1997,299.52,174.09,1743.0,1113.0,916.68,0.2101,11.636,-2.0,19.06
14/7/1997,230.8,232.57,1483.0,1370.0,918.38,0.8170000000000001,11.13,-2.0,19.58
15/7/1997,334.13,239.67,1527.0,1348.0,925.76,0.5855,9.5918,-2.0,19.0
16/7/1997,415.45,203.86,1993.0,931.0,936.59,0.7284,15.409,-2.0,19.36
17/7/1997,250.88,355.96,1305.0,1588.0,931.61,0.4706,10.588,8.0,20.54
18/7/1997,127.84,438.45,866.0,2028.0,915.3,0.4666,4.7145,8.0,22.28
21/7/1997,169.8,269.75,955.0,1935.0,912.94,0.4371,3.3988,8.0,23.51
22/7/1997,479.51,82.025,2094.0,842.0,933.98,0.5248,7.2632,8.0,21.77
23/7/1997,353.9,231.2,1733.0,1167.0,936.56,0.4661,11.36,8.0,21.3
24/7/1997,302.53,236.07,1397.0,1461.0,940.3,0.3781,8.7617,6.0,20.96
25/7/1997,239.71,254.73,1399.0,1394.0,938.79,0.41,8.6957,6.0,20.82
28/7/1997,221.45,220.78,1445.0,1424.0,936.45,0.6153,8.1938,6.0,21.84
29/7/1997,331.98,185.52,1705.0,1143.0,942.29,0.523,8.3138,6.0,22.02
30/7/1997,432.27,112.2,2083.0,835.0,952.29,0.4952,14.115,6.0,21.39
31/7/1997,306.71,212.38,1747.0,1157.0,954.29,0.4089,14.182,-4.0,21.48
1/8/1997,178.74,303.03,1063.0,1842.0,947.14,0.4113,6.171,-4.0,22.29
4/8/1997,249.71,186.21,1496.0,1379.0,950.3,0.4699,6.325,-4.0,21.94
5/8/1997,318.8,177.31,1619.0,1244.0,952.37,0.5855,8.8733,-4.0,20.64
6/8/1997,380.12,165.15,1871.0,994.0,960.32,0.3201,11.390999999999998,-4.0,20.05
7/8/1997,222.41,321.57,1242.0,1586.0,951.19,0.1747,9.6097,-2.0,19.77
8/8/1997,88.506,462.39,544.0,2481.0,933.54,0.4392,1.9446,-2.0,22.46
11/8/1997,243.6,218.69,1377.0,1480.0,937.0,0.4962,2.6572,-2.0,22.77
12/8/1997,165.34,307.34,1266.0,1606.0,926.53,0.2635,3.9072,-2.0,23.75
13/8/1997,241.06,312.27,1373.0,1476.0,922.02,0.2365,3.0579,-2.0,24.52
14/8/1997,262.49,228.39,1558.0,1269.0,924.77,0.442,3.0624,-2.0,23.11
15/8/1997,86.07600000000001,431.82,731.0,2150.0,900.81,0.3248,1.8322,-2.0,24.45
18/8/1997,301.25,189.49,1419.0,1474.0,912.49,0.3819,1.9028,-2.0,24.37
19/8/1997,402.78,121.53,2048.0,818.0,926.01,0.5587,2.8773,-2.0,22.64
20/8/1997,388.39,107.56,1956.0,903.0,939.35,0.53,5.5866,-2.0,21.09
21/8/1997,142.01,328.48,909.0,1937.0,925.05,0.6797,3.778,-6.0,23.83
